"gene_id" "gene_length" "fpkm" "tpm"
"68" "Zm00001d000095" 493 0.441673279599601 0.998359997438628
"69" "Zm00001d000096" 1342 0 0
"70" "Zm00001d000097" 451 3.13823065294218 7.09366876228845
"71" "Zm00001d000098" 13892 0.313482474579044 0.708597003652815
"72" "Zm00001d000099" 13514 1.20038456783883 2.71335394153653
"73" "Zm00001d000101" 733 0 0
"74" "Zm00001d000102" 1064 16.4741227545391 37.2381710886731
"75" "Zm00001d000104" 336 0 0
"76" "Zm00001d000105" 560 0 0
"77" "Zm00001d000106" 341 0 0
"78" "Zm00001d000107" 1731 14.4031161891844 32.5568598009328
"79" "Zm00001d000109" 4895 0 0
"80" "Zm00001d000110" 15924 2.0100793924807 4.54359126942822
"81" "Zm00001d000111" 622 0 0
"82" "Zm00001d000112" 9112 4.1938361129145 9.47976344582818
"83" "Zm00001d000113" 744 3.95101681770853 8.93089376740969
"84" "Zm00001d000115" 232 0 0
"85" "Zm00001d000116" 11322 7.89474407956977 17.8453101944567
"86" "Zm00001d000117" 3696 1.62012594376938 3.66213897869975
"87" "Zm00001d000118" 1330 0 0
"88" "Zm00001d000120" 2223 19.8840396531932 44.9459604964736
"89" "Zm00001d000121" 374 0 0
"90" "Zm00001d000122" 47640 0.178254663032358 0.402927532971296
"91" "Zm00001d000123" 5570 13.701902488031 30.9718336261049
"92" "Zm00001d000124" 28562 2.00119190869628 4.52350196654738
"93" "Zm00001d000126" 2232 14.6333956211427 33.0773843237395
"94" "Zm00001d000128" 2636 0 0
"95" "Zm00001d000133" 31475 2.11691652466519 4.78508633816036
"96" "Zm00001d000134" 471 0 0
"97" "Zm00001d000135" 1834 9.67623311759663 21.8721949384327
"98" "Zm00001d000137" 10293 0.317319916704464 0.717271172744453
"99" "Zm00001d000139" 809 0 0
"100" "Zm00001d000140" 1071 0 0
"101" "Zm00001d000141" 917 0.712360720313861 1.61022294025271
"102" "Zm00001d000142" 6939 0 0
"103" "Zm00001d000143" 4681 1.69786153167166 3.83785280365508
"104" "Zm00001d000145" 470 0 0
"105" "Zm00001d000147" 36785 0.0769521285565814 0.173942890405986
"106" "Zm00001d000150" 1579 0 0
"107" "Zm00001d000152" 30766 0.0601583526672993 0.135982174129447
"108" "Zm00001d000153" 45293 1.64175242348153 3.71102355747618
"109" "Zm00001d000154" 677 1.60816046412558 3.63509216201806
"110" "Zm00001d000156" 1372 0.238059322349786 0.53811021727833
"111" "Zm00001d000157" 317 0 0
"112" "Zm00001d000158" 1665 0 0
"113" "Zm00001d000159" 489 0 0
"114" "Zm00001d000160" 14346 0 0
"115" "Zm00001d000161" 513 0 0
"116" "Zm00001d000162" 1056 0 0
"117" "Zm00001d000163" 1448 2.33083312573229 5.26862425443873
"118" "Zm00001d000164" 3490 21.5561238464527 48.7255461042174
"119" "Zm00001d000165" 749 1.74428512824516 3.94278888174029
"120" "Zm00001d000166" 41580 0.562952853188548 1.27250081684112
"121" "Zm00001d000168" 2060 19.8190163995088 44.7989816811812
"122" "Zm00001d000169" 96630 0.786432572369541 1.77765524246403
"123" "Zm00001d000170" 1568 1.24981144233637 2.82507864071123
"124" "Zm00001d000174" 598 0 0
"125" "Zm00001d000175" 2834 1.57507798174784 3.56031239030117
"126" "Zm00001d000176" 733 4.75295883967484 10.7436066300081
"127" "Zm00001d000178" 1433 36.4680966100661 82.4326272832788
"128" "Zm00001d000179" 845 3.86529455933616 8.73712684148955
"129" "Zm00001d000180" 509 0.213894820081143 0.483488682453089
"130" "Zm00001d000181" 817 0 0
"131" "Zm00001d000183" 1560 5.65299329302912 12.7780480056785
"132" "Zm00001d000184" 1521 16.9643483437531 38.3462789154264
"133" "Zm00001d000185" 1149 0 0
"134" "Zm00001d000186" 1319 0 0
"135" "Zm00001d000188" 253 0 0
"136" "Zm00001d000189" 3101 0 0
"137" "Zm00001d000191" 154905 0.246694649371401 0.557629544032706
"138" "Zm00001d000193" 587 0.556418041335444 1.25772950273572
"139" "Zm00001d000194" 879 8.05086475811672 18.1982059828901
"140" "Zm00001d000195" 3579 0.0304197997824257 0.0687610336319147
"141" "Zm00001d000196" 1714 0.571675712247207 1.29221800135216
"142" "Zm00001d000197" 518 23.7501705919056 53.684977893155
"143" "Zm00001d000199" 27816 0.665383907881122 1.50403637088962
"144" "Zm00001d000200" 2298 0 0
"145" "Zm00001d000202" 1929 6.20838308778806 14.0334532558571
"146" "Zm00001d000203" 1337 0.6514433114214 1.4725249924824
"147" "Zm00001d000204" 4373 2.71372021791034 6.1341037254013
"148" "Zm00001d000205" 8615 1.13737918838273 2.57093633699084
"149" "Zm00001d000208" 380 0.286506482687636 0.647620366759532
"150" "Zm00001d000209" 905 1.68421490375494 3.80700591288476
"151" "Zm00001d000211" 768 0 0
"152" "Zm00001d000213" 18675 0.513026869133845 1.159647928484
"153" "Zm00001d000214" 1604 0.0678756006367217 0.153426271426822
"154" "Zm00001d000216" 1316 0 0
"155" "Zm00001d000217" 1932 0 0
"156" "Zm00001d000219" 334 0 0
"157" "Zm00001d000220" 1634 1.19932946241336 2.71096897713293
"158" "Zm00001d000221" 928 0 0
"159" "Zm00001d000222" 1488 50.9973837396823 115.274684368232
"160" "Zm00001d000223" 4646 0.67957413672358 1.53611201930479
"161" "Zm00001d000224" 12334 0.953318148978481 2.1548840483064
"162" "Zm00001d000226" 27779 0.141092504523808 0.318926045475733
"163" "Zm00001d000227" 959 129.193809565632 292.030189156926
"164" "Zm00001d000228" 238368 0.001370223311283 0.00309725809716853
"165" "Zm00001d000229" 878 1.11600475033225 2.52262147416583
"166" "Zm00001d000230" 2205 12.8869446498684 29.1296997620002
"167" "Zm00001d000231" 1622 0.0671223572264499 0.151723637095328
"168" "Zm00001d000232" 3539 0.0615272469179438 0.139076428012784
"169" "Zm00001d000233" 2794 0.545531312776744 1.23312109919854
"170" "Zm00001d000235" 386 0 0
"171" "Zm00001d000236" 1837 0.711197365844106 1.60759328928877
"172" "Zm00001d000237" 1540 2.33298135902789 5.27348012932762
"173" "Zm00001d000238" 1722 0.252897708295707 0.57165096252874
"174" "Zm00001d000240" 14483 1.51096907737911 3.41540037375496
"175" "Zm00001d000241" 4631 4.09065183228385 9.2465252969424
"176" "Zm00001d000242" 317 1.0303387705486 2.32898176058633
"177" "Zm00001d000243" 551 0 0
"178" "Zm00001d000247" 5081 5.67825286491731 12.8351448401269
"179" "Zm00001d000250" 431 0 0
"180" "Zm00001d000254" 398 0 0
"181" "Zm00001d000255" 5528 0.315115668368456 0.712288681240585
"182" "Zm00001d000256" 2323 0.0468671818430055 0.105938759952054
"183" "Zm00001d000257" 12776 6.40827273738406 14.485284596525
"184" "Zm00001d000260" 1061 24.0114575311824 54.275591905992
"185" "Zm00001d000270" 45111 4.65310255760833 10.5178911020085
"186" "Zm00001d000272" 1673 23.3623516845471 52.8083505279948
"187" "Zm00001d000277" 1915 63.1630845227502 142.774081691144
"188" "Zm00001d000279" 1451 241.830427020575 546.634436929751
"189" "Zm00001d000282" 1261 7.68409932156691 17.3691679649543
"190" "Zm00001d000288" 2334 0.326524097664572 0.738076339151822
"191" "Zm00001d000291" 2698 1.61412102922612 3.64856544653258
"192" "Zm00001d000293" 3721 0.204812481577294 0.462958929207297
"193" "Zm00001d000294" 3914 0 0
"194" "Zm00001d000295" 2581 32.5225375039999 73.5140701484727
"195" "Zm00001d000296" 2805 0.0388137124496619 0.0877346664415764
"196" "Zm00001d000297" 584 0 0
"197" "Zm00001d000298" 1870 1.16441137348985 2.63203999324729
"198" "Zm00001d000299" 5820 3.14271028432623 7.10379453847568
"199" "Zm00001d000300" 1355 206.97820352271 467.854335508169
"200" "Zm00001d000301" 2125 2.45923682081058 5.5588684657383
"201" "Zm00001d000302" 3081 32.2977707131028 73.0060064209415
"202" "Zm00001d000303" 808 0 0
"203" "Zm00001d000304" 18387 0.0296058256978576 0.0669211234482573
"204" "Zm00001d000305" 7931 2.22384807391891 5.02679482760267
"205" "Zm00001d000306" 326 8.01515068132283 18.1174777449293
"206" "Zm00001d000307" 959 12.2609239306575 27.7146400957364
"207" "Zm00001d000308" 865 1.38450531518419 3.12954119428306
"208" "Zm00001d000310" 734 14.8327606841011 33.5280298867334
"209" "Zm00001d000311" 5259 1.38704222270911 3.13527562991019
"210" "Zm00001d000312" 2658 2.33473680023107 5.27744813544449
"211" "Zm00001d000313" 1414 10.933443992804 24.7139992859579
"212" "Zm00001d000314" 1238 6.41978176878436 14.5112996558235
"213" "Zm00001d000315" 311 0 0
"214" "Zm00001d000316" 2089 1381.2574906916 3122.19979917979
"215" "Zm00001d000317" 548 0 0
"216" "Zm00001d000318" 860 1.51915065239026 3.43389403770171
"217" "Zm00001d000319" 2227 0 0
"218" "Zm00001d000320" 1362 0 0
"219" "Zm00001d000321" 865 0 0
"220" "Zm00001d000322" 317 0 0
"221" "Zm00001d000324" 4632 0 0
"222" "Zm00001d000325" 1271 0 0
"223" "Zm00001d000326" 5780 0 0
"224" "Zm00001d000327" 414 0 0
"225" "Zm00001d000328" 6047 1.90846388666413 4.31389918522804
"226" "Zm00001d000329" 3531 2.31249922305229 5.22718222957991
"227" "Zm00001d000330" 1138 0 0
"228" "Zm00001d000331" 1439 0 0
"229" "Zm00001d000332" 940 0 0
"230" "Zm00001d000333" 385 0 0
"231" "Zm00001d000335" 1439 0 0
"232" "Zm00001d000337" 870 0 0
"233" "Zm00001d000339" 701 8.69737225619529 19.6595740437131
"234" "Zm00001d000343" 2001 0 0
"235" "Zm00001d000344" 2287 0.285629549859121 0.645638144386416
"236" "Zm00001d000345" 657 39.2736283574559 88.7742621466721
"237" "Zm00001d000346" 136903 0.0564629329007575 0.127629032929681
"238" "Zm00001d000347" 623 0 0
"239" "Zm00001d000349" 903 60.5248910714214 136.810698962401
"240" "Zm00001d000350" 1194 83.5235984036117 188.797066383298
"241" "Zm00001d000351" 425 0 0
"242" "Zm00001d000352" 361 0 0
"243" "Zm00001d000355" 4243 0 0
"244" "Zm00001d000357" 25358 0.317712843803783 0.718159346686569
"245" "Zm00001d000358" 2742 0 0
"246" "Zm00001d000360" 1810 2.4060212910785 5.43857987554968
"247" "Zm00001d000361" 9267 0.540426601638059 1.22158239030502
"248" "Zm00001d000362" 348 0 0
"249" "Zm00001d000363" 589 0 0
"250" "Zm00001d000364" 9089 0 0
"251" "Zm00001d000365" 589 0 0
"252" "Zm00001d000366" 9089 0 0
"253" "Zm00001d000367" 304 0 0
"254" "Zm00001d000368" 1770 0 0
"255" "Zm00001d000370" 6043 3.60325875959959 8.14482010155955
"256" "Zm00001d000371" 290 0 0
"257" "Zm00001d000373" 955 0.114002579498745 0.257691873684421
"258" "Zm00001d000377" 2717 0.0400708367395295 0.0905762750712633
"259" "Zm00001d000379" 2701 6.89270316365887 15.5802930144519
"260" "Zm00001d000380" 1169 1.86265976768694 4.21036337670868
"261" "Zm00001d000381" 2633 6.57452399695668 14.8610795896737
"262" "Zm00001d000382" 3121 1.11628286750453 2.52325013130276
"263" "Zm00001d000383" 8429 0.0129164151644681 0.0291963150277165
"264" "Zm00001d000384" 1656 0 0
"265" "Zm00001d000385" 4254 0 0
"266" "Zm00001d000387" 1121 0 0
"267" "Zm00001d000388" 335 0 0
"268" "Zm00001d000389" 695 0.783255132527349 1.770472945098
"269" "Zm00001d000390" 770 3.95899866986551 8.94893597704078
"270" "Zm00001d000391" 3287 0 0
"271" "Zm00001d000392" 275 0 0
"272" "Zm00001d000394" 299 0 0
"273" "Zm00001d000395" 543 0 0
"274" "Zm00001d000396" 3377 14.1530978507408 31.9917173772062
"275" "Zm00001d000397" 611 0 0
"276" "Zm00001d000398" 1031 0 0
"277" "Zm00001d000399" 7043 102.998327953448 232.817820731667
"278" "Zm00001d000400" 1101 0.197770142454681 0.447040398489777
"279" "Zm00001d000401" 6396 1.8383718026111 4.1554627660743
"280" "Zm00001d000402" 1644 0 0
"281" "Zm00001d000403" 2039 8.64999464161395 19.5524814996159
"282" "Zm00001d000406" 835 0 0
"283" "Zm00001d000407" 1737 8.02284128838606 18.1348616230188
"284" "Zm00001d000408" 5042 9.91123774501734 22.4034003114235
"285" "Zm00001d000409" 864 0 0
"286" "Zm00001d000410" 506 0 0
"287" "Zm00001d000411" 380 0 0
"288" "Zm00001d000412" 1282 0 0
"289" "Zm00001d000413" 1407 0 0
"290" "Zm00001d000414" 1294 0 0
"291" "Zm00001d000417" 1061 8.927336774414 20.1793867342791
"292" "Zm00001d000418" 1379 0.236850899393695 0.535378693332753
"293" "Zm00001d000419" 987 20.8479185274833 47.1247160493107
"294" "Zm00001d000422" 200 0 0
"295" "Zm00001d000424" 1298 6.20690469428068 14.0301114894284
"296" "Zm00001d000425" 721 0 0
"297" "Zm00001d000428" 4599 3.40892253373938 7.70554174148326
"298" "Zm00001d000429" 209 0 0
"299" "Zm00001d000430" 3032 6.28386579773345 14.2040746667246
"300" "Zm00001d000431" 1449 0 0
"301" "Zm00001d000432" 9692 11.1770636715018 25.2646781543313
"302" "Zm00001d000433" 353 0 0
"303" "Zm00001d000434" 1721 1.07543978975138 2.43092827964356
"304" "Zm00001d000435" 45899 0.25143208180261 0.568338054708686
"305" "Zm00001d000436" 8622 2.29816612649929 5.1947836424367
"306" "Zm00001d000437" 1036 0 0
"307" "Zm00001d000438" 1727 0.0630413800934 0.142498980526128
"308" "Zm00001d000439" 7729 4.90200766860047 11.080517182078
"309" "Zm00001d000442" 632 0 0
"310" "Zm00001d000443" 12680 2.83343161900864 6.40469984161241
"311" "Zm00001d000444" 1132 0.096177087828005 0.217399063046486
"312" "Zm00001d000445" 2000 0 0
"313" "Zm00001d000447" 950 0.114602593075054 0.259048146703813
"314" "Zm00001d000448" 1488 0.146333956211427 0.330773843237395
"315" "Zm00001d000449" 695 0.46995307951641 1.0622837670588
"316" "Zm00001d000452" 85149 0 0
"317" "Zm00001d000455" 437 0 0
"318" "Zm00001d000458" 866 0.377156339796658 0.852525656011395
"319" "Zm00001d000460" 5816 0.0374389489069125 0.0846271455875592
"320" "Zm00001d000462" 338 0 0
"321" "Zm00001d000463" 445 0 0
"322" "Zm00001d000464" 526 0 0
"323" "Zm00001d000465" 601 1.81152185393181 4.09477103774746
"324" "Zm00001d000466" 254 0 0
"325" "Zm00001d000467" 408 0 0
"326" "Zm00001d000468" 671 0 0
"327" "Zm00001d000469" 451 0 0
"328" "Zm00001d000470" 383 0 0
"329" "Zm00001d000471" 1409 0 0
"330" "Zm00001d000472" 2477 0 0
"331" "Zm00001d000473" 639 0 0
"332" "Zm00001d000474" 611 0 0
"333" "Zm00001d000475" 744 0 0
"334" "Zm00001d000476" 386 0 0
"335" "Zm00001d000477" 4318 0 0
"336" "Zm00001d000478" 869 0 0
"337" "Zm00001d000479" 394 0 0
"338" "Zm00001d000480" 221 0 0
"339" "Zm00001d000481" 230 0 0
"340" "Zm00001d000482" 327 1.66471656607495 3.76293179462725
"341" "Zm00001d000483" 3777 0.230600928612765 0.521251235093718
"342" "Zm00001d000484" 298 0 0
"343" "Zm00001d000485" 674 0.161531844838727 0.36512720974573
"344" "Zm00001d000486" 796 0 0
"345" "Zm00001d000487" 366 0 0
"346" "Zm00001d000488" 287 0 0
"347" "Zm00001d000489" 439 0 0
"348" "Zm00001d000490" 415 0 0
"349" "Zm00001d000491" 299 0 0
"350" "Zm00001d000492" 726 0.299924141656478 0.677949695230363
"351" "Zm00001d000493" 748 0 0
"352" "Zm00001d000494" 571 0.381339626694576 0.861981573970653
"353" "Zm00001d000495" 534 0 0
"354" "Zm00001d000496" 579 0.564106028089647 1.27510745786851
"355" "Zm00001d000497" 2897 0 0
"356" "Zm00001d000498" 2779 0 0
"357" "Zm00001d000499" 1035 0 0
"358" "Zm00001d000500" 3536 0 0
"359" "Zm00001d000501" 511 1.27834595015227 2.88957815305623
"360" "Zm00001d000502" 689 2.52824298220729 5.71485026110007
"361" "Zm00001d000503" 422 0 0
"362" "Zm00001d000504" 607 0 0
"363" "Zm00001d000505" 636 0 0
"364" "Zm00001d000506" 599 263.729456467961 596.135088186762
"365" "Zm00001d000507" 4061 0.0804278232612424 0.18179936422208
"366" "Zm00001d000508" 637 0.854571926383843 1.93167770305041
"367" "Zm00001d000509" 867 17.4547548045685 39.4547955850501
"368" "Zm00001d000510" 673 2.10303421170419 4.75370670400013
"369" "Zm00001d000511" 859 0 0
"370" "Zm00001d000512" 390 0 0
"371" "Zm00001d000513" 638 0 0
"372" "Zm00001d000514" 1464 0 0
"373" "Zm00001d000515" 809 0 0
"374" "Zm00001d000516" 617 0 0
"375" "Zm00001d000517" 691 0 0
"376" "Zm00001d000518" 326 0 0
"377" "Zm00001d000519" 1015 0 0
"378" "Zm00001d000520" 275 0 0
"379" "Zm00001d000521" 791 0 0
"380" "Zm00001d000522" 698 24.1765499001457 54.6487673383042
"381" "Zm00001d000523" 4900 3.7772079146166 8.53801544748282
"382" "Zm00001d000524" 895 21.4095570526806 48.3942459540531
"383" "Zm00001d000525" 3991 0.627428378524165 1.41824154484548
"384" "Zm00001d000526" 2225 16.8813482608311 38.1586652054718
"385" "Zm00001d000527" 1823 0 0
"386" "Zm00001d000528" 813 0 0
"387" "Zm00001d000529" 679 0 0
"388" "Zm00001d000530" 309 0 0
"389" "Zm00001d000531" 380 0 0
"390" "Zm00001d000532" 798 0 0
"391" "Zm00001d000533" 519 0 0
"392" "Zm00001d000534" 603 0 0
"393" "Zm00001d000535" 380 0 0
"394" "Zm00001d000536" 180 0 0
"395" "Zm00001d000537" 724 0 0
"396" "Zm00001d000538" 656 0 0
"397" "Zm00001d000539" 513 0 0
"398" "Zm00001d000540" 258 0 0
"399" "Zm00001d000541" 331 0 0
"400" "Zm00001d000542" 1465 0.0743156746903084 0.167983439842063
"401" "Zm00001d000543" 426 0 0
"402" "Zm00001d000544" 509 0.64168446024343 1.45046604735927
"403" "Zm00001d000545" 665 3.43807779225163 7.77144440111439
"404" "Zm00001d000546" 666 0 0
"405" "Zm00001d000547" 511 0 0
"406" "Zm00001d000548" 2391 0 0
"407" "Zm00001d000549" 1632 0 0
"408" "Zm00001d000550" 1273 0 0
"409" "Zm00001d000551" 301 9.40426594336825 21.2574392810106
"410" "Zm00001d000552" 646 0 0
"411" "Zm00001d000553" 630 4.14752241604959 9.37507578547134
"412" "Zm00001d000554" 374 0 0
"413" "Zm00001d000555" 625 0 0
"414" "Zm00001d000556" 1889 1.72904918085709 3.90834948706123
"415" "Zm00001d000557" 713 0 0
"416" "Zm00001d000558" 822 0 0
"417" "Zm00001d000559" 301 0 0
"418" "Zm00001d000560" 1606 2.30489648588061 5.20999697293471
"419" "Zm00001d000561" 1214 2.24201942795102 5.06786942686619
"420" "Zm00001d000562" 470 0 0
"421" "Zm00001d000563" 662 0 0
"422" "Zm00001d000564" 336 0 0
"423" "Zm00001d000565" 484 0 0
"424" "Zm00001d000566" 684 0 0
"425" "Zm00001d000567" 1953 0 0
"426" "Zm00001d000568" 525 0 0
"427" "Zm00001d000570" 1115 3.12459087845888 7.06283736304564
"428" "Zm00001d000571" 439 0 0
"429" "Zm00001d000572" 744 0 0
"430" "Zm00001d000573" 435 0 0
"431" "Zm00001d000574" 313 0.347835346393935 0.786248368589847
"432" "Zm00001d000575" 586 0 0
"433" "Zm00001d000576" 1057 0 0
"434" "Zm00001d000579" 255 0 0
"435" "Zm00001d000580" 653 0.333453180463404 0.753738864834983
"436" "Zm00001d000581" 422 0 0
"437" "Zm00001d000582" 272 2.00133204818569 4.52381873839379
"438" "Zm00001d000583" 253 0 0
"439" "Zm00001d000584" 425 0 0
"440" "Zm00001d000585" 343 0 0
"441" "Zm00001d000586" 426 0 0
"442" "Zm00001d000587" 659 0 0
"443" "Zm00001d000588" 306 0 0
"444" "Zm00001d000589" 661 1.31766975396432 2.97846583199543
"445" "Zm00001d000590" 657 0 0
"446" "Zm00001d000591" 485 0 0
"447" "Zm00001d000592" 390 0 0
"448" "Zm00001d000593" 479 0.227291155368062 0.513769810790443
"449" "Zm00001d000594" 790 0 0
"450" "Zm00001d000595" 320 0 0
"451" "Zm00001d000596" 500 0 0
"452" "Zm00001d000597" 356 0 0
"453" "Zm00001d000598" 503 0 0
"454" "Zm00001d000599" 1525 0 0
"455" "Zm00001d000600" 231 0 0
"456" "Zm00001d000601" 2233 0 0
"457" "Zm00001d000602" 250 0 0
"458" "Zm00001d000603" 528 0 0
"459" "Zm00001d000604" 3370 0 0
"460" "Zm00001d000605" 652 0 0
"461" "Zm00001d000606" 323 0 0
"462" "Zm00001d000607" 332 2.29550374683467 5.18876558909746
"463" "Zm00001d000608" 973 0 0
"464" "Zm00001d000609" 775 0 0
"465" "Zm00001d000610" 1336 0 0
"466" "Zm00001d000611" 853 0 0
"467" "Zm00001d000612" 466 0.233631895753867 0.528102444997044
"468" "Zm00001d000613" 738 0 0
"469" "Zm00001d000614" 573 0 0
"470" "Zm00001d000615" 771 0 0
"471" "Zm00001d000616" 320 0 0
"472" "Zm00001d000617" 246 3.98313890565737 9.00350265982763
"473" "Zm00001d000618" 330 0 0
"474" "Zm00001d000619" 2548 0.341828770553537 0.772671081220163
"475" "Zm00001d000620" 307 1.41853372535898 3.20645914486804
"476" "Zm00001d000621" 639 0 0
"477" "Zm00001d000622" 1104 0 0
"478" "Zm00001d000623" 269 10.9277193768593 24.701059341832
"479" "Zm00001d000624" 724 0 0
"480" "Zm00001d000625" 3416 0 0
"481" "Zm00001d000626" 496 0 0
"482" "Zm00001d000627" 289 0 0
"483" "Zm00001d000628" 462 0 0
"484" "Zm00001d000629" 649 0 0
"485" "Zm00001d000630" 586 0 0
"486" "Zm00001d000631" 401 0 0
"487" "Zm00001d000632" 852 0 0
"488" "Zm00001d000633" 338 0 0
"489" "Zm00001d000634" 2535 0 0
"490" "Zm00001d000635" 567 0 0
"491" "Zm00001d000636" 644 0.507169860658238 1.14640872376687
"492" "Zm00001d000637" 201 0 0
"493" "Zm00001d000638" 628 0 0
"494" "Zm00001d000639" 485 0 0
"495" "Zm00001d000640" 293 2.97262698761233 6.71933759368251
"496" "Zm00001d000641" 267 0 0
"497" "Zm00001d000642" 603 0 0
"498" "Zm00001d000643" 214 0 0
"499" "Zm00001d000644" 513 0 0
"500" "Zm00001d000646" 743 0 0
"501" "Zm00001d000647" 492 0.442570989517486 1.00038918442529
"502" "Zm00001d000648" 294 0.370314501432999 0.837060337988511
"503" "Zm00001d000649" 646 0 0
"504" "Zm00001d000650" 718 0.303265914822567 0.685503452280283
"505" "Zm00001d000651" 255 0 0
"506" "Zm00001d000652" 3639 0 0
"507" "Zm00001d000653" 298 0 0
"508" "Zm00001d000654" 644 0 0
"509" "Zm00001d000655" 664 0 0
"510" "Zm00001d000656" 809 0 0
"511" "Zm00001d000657" 449 0 0
"512" "Zm00001d000658" 774 0 0
"513" "Zm00001d000659" 736 1.18339634153588 2.67495368878936
"514" "Zm00001d000660" 300 0 0
"515" "Zm00001d000661" 368 0 0
"516" "Zm00001d000662" 287 4.93150531176628 11.1471937693104
"517" "Zm00001d000663" 615 0 0
"518" "Zm00001d000664" 307 0 0
"519" "Zm00001d000665" 1235 1.67496097571234 3.78608829797881
"520" "Zm00001d000666" 260 0 0
"521" "Zm00001d000667" 908 1.5587467229922 3.52339714955075
"522" "Zm00001d000668" 244 0 0
"523" "Zm00001d000669" 303 0 0
"524" "Zm00001d000670" 343 0 0
"525" "Zm00001d000671" 2024 0 0
"526" "Zm00001d000673" 435 0 0
"527" "Zm00001d000674" 607 0 0
"528" "Zm00001d000675" 786 0.138514584505473 0.313098905049137
"529" "Zm00001d000676" 646 0 0
"530" "Zm00001d000677" 237 0 0
"531" "Zm00001d000678" 597 0 0
"532" "Zm00001d000679" 568 0 0
"533" "Zm00001d000680" 467 0 0
